"","LotConfig","LandSlope","Neighborhood","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"697","Inside","Gtl","BrkSide","Norm","1Fam","1Story",5,7,1921,1950,"Gable","Wd Sdng","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",0,0,616,"GasA","Gd","Y","SBrkr",616,0,0,616,0,0,1,0,2,1,"TA",4,"Typ","Gd","Detchd",1921,"Unf",1,205,"TA","Y",0,0,129,0,0,6,2006,"WD","Normal",89000
"698","Inside","Gtl","Edwards","Norm","1Fam","1Story",5,7,1952,1952,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Ex","Gd","Mn","LwQ",551,219,980,"GasA","Fa","Y","FuseA",1148,0,0,1148,0,1,1,0,2,1,"TA",6,"Typ","Po","Detchd",1952,"Unf",1,308,"TA","Y",0,0,0,0,0,9,2006,"WD","Normal",123500
"699","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,8,1965,2009,"Gable","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","GLQ",117,224,894,"GasA","Ex","Y","SBrkr",894,0,0,894,1,0,1,0,3,1,"TA",5,"Typ","Gd","Detchd",1973,"Unf",1,336,"TA","Y",416,144,0,0,0,4,2010,"WD","Normal",138500
"700","Inside","Gtl","Somerst","Norm","TwnhsE","1Story",7,5,2004,2004,"Gable","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","Mn","GLQ",0,1375,1391,"GasA","Ex","Y","SBrkr",1391,0,0,1391,0,0,2,0,2,1,"Gd",5,"Typ","Gd","Attchd",2004,"RFn",2,530,"TA","Y",156,158,0,0,0,7,2008,"WD","Normal",196000
"701","Inside","Gtl","Timber","Norm","1Fam","1Story",8,5,2002,2002,"Hip","VinylSd","VinylSd","BrkFace",630,"Gd","TA","PConc","Ex","TA","Gd","GLQ",0,526,1800,"GasA","Ex","Y","SBrkr",1800,0,0,1800,1,0,2,0,3,1,"Gd",7,"Typ","Gd","Attchd",2002,"Fin",3,765,"TA","Y",270,78,0,0,0,5,2006,"WD","Normal",312500
"702","Inside","Gtl","NWAmes","Norm","1Fam","1Story",7,5,1969,1969,"Hip","HdBoard","HdBoard","BrkFace",168,"TA","TA","CBlock","TA","TA","No","Unf",0,1164,1164,"GasA","TA","Y","SBrkr",1164,0,0,1164,0,0,1,1,3,1,"TA",6,"Typ","TA","Attchd",1969,"Unf",2,528,"TA","Y",0,0,0,0,0,7,2006,"COD","Normal",140000
"703","Inside","Gtl","StoneBr","Norm","1Fam","2Story",8,5,2006,2006,"Hip","VinylSd","VinylSd","BrkFace",466,"Ex","TA","PConc","Ex","Gd","No","Unf",0,1234,1234,"GasA","Ex","Y","SBrkr",1264,1312,0,2576,0,0,2,1,4,1,"Ex",10,"Typ","Gd","BuiltIn",2006,"Fin",3,666,"TA","Y",324,100,0,0,0,7,2006,"New","Partial",361919
"704","Inside","Gtl","OldTown","Norm","2fmCon","2Story",5,9,1900,1996,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","Gd","TA","No","Unf",0,360,360,"GasA","Gd","Y","SBrkr",1032,780,0,1812,0,0,2,0,4,2,"Gd",8,"Typ","Po","Detchd",1999,"Unf",2,672,"TA","N",344,0,40,0,0,5,2010,"WD","Normal",140000
"705","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2004,2005,"Gable","VinylSd","VinylSd","BrkFace",109,"Gd","TA","PConc","Gd","TA","Av","GLQ",0,761,1473,"GasA","Ex","Y","SBrkr",1484,0,0,1484,1,0,2,0,3,1,"Gd",7,"Typ","Po","Attchd",2004,"RFn",2,606,"TA","Y",0,35,0,144,0,5,2010,"WD","Normal",213000
"706","Inside","Gtl","IDOTRR","Norm","2fmCon","2Story",4,5,1930,1950,"Hip","VinylSd","Wd Shng","None",0,"Fa","Fa","Slab","Fa","Fa","Mn","Unf",0,0,0,"GasA","Fa","N","SBrkr",372,720,0,1092,0,0,2,0,3,2,"Fa",7,"Mod","Po","Detchd",2009,"Unf",0,0,"Po","N",0,0,0,0,3500,7,2010,"WD","Normal",55000
"707","CulDSac","Sev","ClearCr","Norm","1Fam","1Story",7,5,1971,2002,"Gable","Plywood","Plywood","Stone",351,"TA","TA","CBlock","Gd","TA","Gd","GLQ",0,424,1643,"GasA","TA","Y","SBrkr",1824,0,0,1824,1,0,2,0,2,1,"Gd",5,"Typ","TA","Attchd",1971,"Unf",2,739,"TA","Y",380,48,0,0,0,6,2007,"WD","Normal",302000
"708","Inside","Gtl","NridgHt","Norm","TwnhsE","1Story",8,5,2006,2006,"Hip","MetalSd","MetalSd","BrkFace",176,"Gd","TA","PConc","Gd","TA","No","GLQ",0,461,1324,"GasA","Ex","Y","SBrkr",1324,0,0,1324,1,0,2,0,2,1,"Gd",6,"Typ","Gd","Attchd",2006,"Fin",2,550,"TA","Y",192,38,0,0,0,12,2009,"WD","Normal",254000
"709","Inside","Gtl","Gilbert","Norm","1Fam","2Story",7,5,2007,2007,"Hip","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,728,728,"GasA","Ex","Y","SBrkr",728,728,0,1456,0,0,2,1,3,1,"Gd",8,"Typ","Gd","Attchd",2007,"Fin",2,400,"TA","Y",100,24,0,0,0,7,2007,"New","Partial",179540
"710","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,7,1966,1966,"Gable","HdBoard","HdBoard","BrkCmn",41,"TA","TA","PConc","TA","TA","No","Unf",0,876,876,"GasA","TA","Y","SBrkr",904,0,0,904,0,0,1,0,3,1,"TA",6,"Typ","Po","Attchd",1966,"Unf",1,408,"TA","Y",0,0,0,0,0,12,2008,"WD","Abnorml",109900
"711","Inside","Gtl","BrkSide","Norm","1Fam","1Story",3,6,1935,2003,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","CBlock","TA","TA","No","Unf",0,270,270,"GasA","Gd","Y","SBrkr",729,0,0,729,0,0,1,0,2,1,"TA",5,"Maj2","Po","Detchd",2009,"RFn",0,0,"Po","N",0,0,0,0,0,7,2008,"WD","Normal",52000
"712","Inside","Mod","IDOTRR","Norm","1Fam","1.5Fin",4,7,1900,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","Stone","TA","TA","Mn","Unf",0,859,859,"GasA","Gd","Y","SBrkr",859,319,0,1178,0,0,1,0,2,1,"TA",7,"Typ","Gd","Detchd",1964,"RFn",1,384,"TA","N",68,0,98,0,0,1,2010,"WD","Abnorml",102776
"713","Inside","Gtl","StoneBr","Norm","TwnhsE","1Story",8,5,1988,1989,"Gable","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","Mn","GLQ",0,461,1228,"GasA","Gd","Y","SBrkr",1228,0,0,1228,1,0,2,0,2,1,"Gd",5,"Typ","Gd","Attchd",1988,"Fin",2,472,"TA","Y",168,120,0,0,0,10,2008,"WD","Normal",189000
"714","Inside","Gtl","BrkSide","Norm","2fmCon","1Story",4,5,1970,1970,"Gable","HdBoard","HdBoard","BrkFace",160,"TA","TA","CBlock","TA","TA","Av","ALQ",0,171,960,"GasW","TA","N","SBrkr",960,0,0,960,1,0,1,0,3,1,"TA",6,"Typ","Po","Detchd",1970,"Unf",2,576,"TA","Y",0,288,0,0,0,5,2006,"WD","Normal",129000
"715","CulDSac","Gtl","Sawyer","Norm","1Fam","2Story",6,8,1976,2005,"Gable","HdBoard","Plywood","BrkFace",289,"Gd","TA","CBlock","TA","TA","No","GLQ",0,192,725,"GasA","Ex","Y","SBrkr",725,754,0,1479,0,0,2,1,3,1,"Gd",6,"Typ","Fa","Attchd",1976,"RFn",2,475,"TA","Y",0,44,0,0,0,3,2010,"WD","Normal",130500
"716","Inside","Gtl","NWAmes","Norm","1Fam","1Story",6,5,1974,1974,"Hip","HdBoard","HdBoard","BrkFace",174,"TA","TA","CBlock","Gd","TA","No","Unf",0,1064,1064,"GasA","TA","Y","SBrkr",1350,0,0,1350,0,0,2,0,3,1,"TA",7,"Typ","TA","Attchd",1974,"RFn",2,478,"TA","Y",0,0,0,0,0,8,2009,"WD","Normal",165000
"717","Inside","Gtl","OldTown","Norm","1Fam","2Story",7,8,1890,1998,"Gable","Wd Sdng","VinylSd","None",0,"TA","Gd","BrkTil","TA","TA","No","Unf",0,718,718,"GasA","Ex","Y","SBrkr",1576,978,0,2554,0,0,1,1,3,1,"TA",8,"Typ","Gd","Detchd",1996,"Unf",2,704,"TA","P",0,48,143,0,0,7,2007,"WD","Normal",159500
"718","Inside","Gtl","NWAmes","Norm","1Fam","1Story",5,6,1973,2000,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",0,92,1176,"GasA","Gd","Y","SBrkr",1178,0,0,1178,0,1,1,1,3,1,"Gd",5,"Typ","Fa","Attchd",1973,"Unf",2,439,"TA","Y",224,0,0,0,0,11,2008,"WD","Normal",157000
"719","Inside","Gtl","NoRidge","Norm","1Fam","2Story",7,5,1993,1994,"Hip","Wd Sdng","ImStucc","BrkFace",651,"Gd","TA","PConc","Gd","TA","Gd","GLQ",0,138,1311,"GasA","Ex","Y","SBrkr",1325,1093,0,2418,1,0,2,1,3,1,"Gd",9,"Typ","TA","Attchd",1993,"RFn",3,983,"TA","Y",250,154,216,0,0,8,2008,"WD","Normal",341000
"720","Inside","Gtl","CollgCr","Norm","1Fam","1Story",5,6,1969,1969,"Gable","HdBoard","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Gd","ALQ",0,448,971,"GasA","TA","Y","SBrkr",971,0,0,971,0,0,1,1,3,1,"TA",5,"Typ","Po","Attchd",1969,"Unf",1,300,"TA","Y",0,0,0,0,0,5,2006,"WD","Normal",128500
"721","CulDSac","Mod","StoneBr","Norm","1Fam","1Story",8,5,1985,1985,"Gable","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","Gd","GLQ",0,594,1742,"GasA","TA","Y","SBrkr",1742,0,0,1742,1,0,2,0,2,1,"Gd",5,"Typ","TA","Attchd",1985,"RFn",2,564,"TA","Y",114,28,234,0,0,12,2006,"WD","Normal",275000
"722","Inside","Gtl","CollgCr","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","VinylSd","VinylSd","BrkFace",169,"Gd","TA","PConc","Gd","TA","Av","GLQ",0,186,848,"GasA","Ex","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,"Gd",3,"Typ","Fa","Attchd",2004,"RFn",2,420,"TA","Y",160,0,0,0,0,5,2010,"WD","Normal",143000
"723","Inside","Gtl","NAmes","Norm","1Fam","1Story",4,7,1970,1970,"Gable","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",0,673,864,"GasA","Ex","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"TA",5,"Typ","Fa","Detchd",1994,"Unf",2,463,"TA","Y",0,0,0,0,0,7,2009,"WD","Normal",124500
"724","Inside","Gtl","Edwards","Norm","1Fam","1.5Fin",4,6,1954,1972,"Gable","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,941,941,"GasA","Ex","Y","SBrkr",997,473,0,1470,0,0,2,0,4,1,"TA",7,"Typ","Gd","Detchd",1958,"Unf",1,548,"TA","Y",0,0,0,0,0,5,2008,"WD","Normal",135000
"725","Inside","Gtl","Edwards","Norm","1Fam","1Story",9,5,2007,2008,"Hip","CemntBd","CmentBd","Stone",340,"Ex","TA","PConc","Ex","TA","No","GLQ",0,464,1698,"GasA","Ex","Y","SBrkr",1698,0,0,1698,1,0,2,0,3,1,"Ex",8,"Typ","Gd","Attchd",2007,"Fin",3,768,"TA","Y",327,64,0,0,0,2,2009,"WD","Normal",320000
"726","Inside","Gtl","NAmes","Norm","1Fam","1Story",4,6,1970,1970,"Gable","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",239,250,864,"GasA","TA","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"Gd",5,"Typ","Fa","Detchd",1989,"Unf",2,660,"TA","Y",96,0,0,0,500,11,2009,"WD","Normal",120500
"727","Corner","Gtl","Crawfor","Norm","1Fam","1Story",6,9,1988,2007,"Hip","Wd Sdng","Plywood","BrkFace",260,"Gd","Gd","CBlock","Gd","TA","No","GLQ",0,72,880,"GasA","Ex","Y","SBrkr",1680,0,0,1680,1,0,2,0,3,1,"Gd",5,"Typ","Gd","Attchd",1988,"Fin",2,540,"TA","Y",292,44,0,182,0,12,2009,"WD","Normal",222000
"728","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2007,2007,"Gable","VinylSd","VinylSd","Stone",82,"Gd","TA","PConc","Gd","TA","Av","GLQ",0,508,1232,"GasA","Ex","Y","SBrkr",1232,0,0,1232,1,0,2,0,2,1,"Gd",6,"Typ","Gd","Attchd",2007,"RFn",2,632,"TA","Y",132,0,0,0,0,2,2009,"WD","Normal",194500
"729","Corner","Gtl","NAmes","Norm","Duplex","1Story",5,5,1958,1958,"Gable","VinylSd","VinylSd","BrkFace",95,"TA","TA","CBlock","TA","TA","No","Unf",0,1584,1584,"GasA","TA","Y","SBrkr",1776,0,0,1776,1,0,2,0,4,2,"TA",9,"Typ","Fa","Detchd",1968,"Unf",3,888,"TA","Y",0,25,0,0,0,7,2009,"COD","Abnorml",110000
"730","Inside","Gtl","IDOTRR","Norm","1Fam","1.5Fin",4,5,1925,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",0,628,780,"GasA","TA","Y","FuseA",848,0,360,1208,0,0,1,0,2,1,"TA",5,"Typ","Gd","Detchd",1962,"Unf",2,539,"TA","Y",0,23,112,0,0,1,2009,"WD","Normal",103000
"731","Inside","Gtl","StoneBr","Norm","TwnhsE","1Story",8,5,1995,1996,"Gable","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",0,415,1595,"GasA","Ex","Y","SBrkr",1616,0,0,1616,1,0,2,0,2,1,"Gd",5,"Typ","TA","Attchd",1995,"RFn",2,608,"TA","Y",237,152,0,0,0,3,2010,"WD","Normal",236500
"732","Corner","Gtl","Timber","Norm","1Fam","SLvl",7,5,2003,2003,"Gable","VinylSd","VinylSd","BrkFace",442,"Gd","TA","PConc","Ex","TA","Av","GLQ",0,82,868,"GasA","Ex","Y","SBrkr",1146,0,0,1146,1,0,2,0,3,1,"Gd",6,"Typ","Gd","Attchd",2003,"Fin",2,438,"TA","Y",160,22,0,0,0,5,2007,"WD","Normal",187500
"733","Inside","Gtl","CollgCr","Norm","1Fam","2Story",7,5,1998,1999,"Gable","VinylSd","VinylSd","BrkFace",202,"Gd","TA","PConc","Gd","TA","Av","ALQ",0,901,1153,"GasA","Ex","Y","SBrkr",1153,878,0,2031,0,0,2,1,3,1,"Gd",8,"Typ","TA","Attchd",1998,"Fin",2,541,"TA","Y",192,84,0,0,0,7,2008,"WD","Normal",222500
"734","Corner","Gtl","Sawyer","Norm","1Fam","1Story",5,6,1961,1983,"Hip","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",0,270,864,"GasA","Ex","Y","SBrkr",1144,0,0,1144,1,0,1,0,3,1,"TA",6,"Typ","TA","Attchd",1961,"RFn",1,264,"TA","Y",165,0,0,0,400,3,2009,"WD","Normal",131400
"735","Corner","Gtl","Sawyer","Norm","1Fam","1Story",5,5,1968,1968,"Gable","Plywood","Plywood","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,948,948,"GasA","TA","Y","SBrkr",948,0,0,948,0,0,1,0,3,1,"TA",6,"Typ","Po","Attchd",1968,"Unf",1,300,"TA","Y",147,0,0,0,0,5,2007,"WD","Family",108000
"736","Inside","Gtl","OldTown","Norm","1Fam","2.5Unf",7,7,1914,1970,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","TA","Mn","Rec",0,490,880,"GasW","Fa","N","SBrkr",880,888,0,1768,0,0,1,1,2,1,"TA",6,"Typ","TA","Detchd",1914,"Unf",2,320,"TA","N",0,341,0,0,0,10,2006,"WD","Normal",163000
"737","Inside","Gtl","NAmes","Norm","Duplex","1Story",3,4,1950,1950,"Gable","Stucco","Stone","None",0,"TA","TA","CBlock","Fa","Po","Gd","Rec",0,0,0,"GasA","Gd","N","FuseF",1040,0,0,1040,0,0,2,0,2,2,"TA",6,"Typ","Fa","Detchd",1949,"Unf",2,400,"TA","Y",0,0,0,0,0,7,2006,"WD","Normal",93500
"738","CulDSac","Gtl","Gilbert","Norm","1Fam","2Story",8,5,2005,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,893,893,"GasA","Ex","Y","SBrkr",901,900,0,1801,0,0,2,1,3,1,"Gd",8,"Typ","Gd","Attchd",2005,"Fin",3,800,"TA","Y",0,116,0,0,0,6,2006,"WD","Normal",239900
"739","Inside","Gtl","Edwards","Norm","Duplex","1Story",5,5,1987,1988,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","Gd","Gd","GLQ",0,0,1200,"GasA","TA","Y","SBrkr",1200,0,0,1200,3,0,3,0,3,1,"TA",5,"Typ","Fa","2Types",2007,"Unf",0,0,"Po","Y",120,0,0,0,0,3,2009,"WD","Alloca",179000
"740","Inside","Gtl","CollgCr","Norm","1Fam","2Story",7,5,2004,2004,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,864,864,"GasA","Ex","Y","SBrkr",864,864,0,1728,0,0,2,1,3,1,"Gd",7,"Typ","TA","Attchd",2004,"RFn",2,572,"TA","Y",187,56,0,0,0,4,2009,"WD","Normal",190000
"741","Inside","Gtl","OldTown","Norm","1Fam","2Story",5,7,1910,2002,"Gable","Wd Sdng","Wd Shng","None",0,"TA","Gd","BrkTil","Fa","Fa","No","Unf",0,264,264,"GasA","Ex","Y","SBrkr",768,664,0,1432,0,0,2,0,2,1,"TA",7,"Typ","Fa","Detchd",1910,"Unf",2,360,"Gd","Y",270,0,112,0,0,5,2007,"WD","Abnorml",132000
"742","Inside","Gtl","Sawyer","Norm","1Fam","1Story",6,8,1961,1996,"Hip","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","TA","Mn","GLQ",0,80,912,"GasA","Gd","Y","SBrkr",912,0,0,912,1,1,1,0,3,1,"Gd",5,"Typ","Fa","Detchd",1962,"Unf",1,288,"TA","Y",168,0,0,0,0,5,2008,"WD","Normal",142000
"743","Inside","Gtl","SawyerW","Norm","1Fam","1Story",7,5,2000,2001,"Gable","VinylSd","VinylSd","BrkFace",108,"TA","TA","PConc","Gd","TA","No","Unf",0,1349,1349,"GasA","Ex","Y","SBrkr",1349,0,0,1349,0,0,2,0,3,1,"TA",6,"Typ","TA","Attchd",2000,"Unf",2,539,"TA","Y",120,55,0,0,0,12,2007,"WD","Normal",179000
"744","Inside","Gtl","Sawyer","Norm","1Fam","SLvl",5,6,1963,1999,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Av","ALQ",0,76,520,"GasA","Ex","Y","SBrkr",1464,0,0,1464,0,1,2,0,3,1,"TA",6,"Min2","TA","Attchd",1997,"RFn",2,480,"TA","Y",302,0,0,0,0,10,2009,"WD","Normal",175000
"745","Inside","Gtl","StoneBr","Norm","TwnhsE","1Story",8,5,1993,1993,"Gable","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",0,604,1337,"GasA","Gd","Y","SBrkr",1337,0,0,1337,1,0,2,0,2,1,"Gd",5,"Typ","TA","Attchd",1993,"RFn",2,462,"TA","Y",96,0,70,168,0,10,2008,"WD","Normal",180000
"746","Inside","Gtl","NWAmes","Norm","1Fam","2Story",8,9,1976,1996,"Hip","VinylSd","VinylSd","BrkFace",289,"Ex","Gd","CBlock","TA","Gd","No","GLQ",80,487,1142,"GasA","Ex","Y","SBrkr",1175,1540,0,2715,0,1,3,1,4,1,"Gd",11,"Typ","TA","BuiltIn",1994,"Fin",2,831,"TA","Y",0,204,0,0,0,7,2008,"WD","Normal",299800
"747","Inside","Gtl","Gilbert","Norm","1Fam","2Story",7,5,2000,2000,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",0,652,952,"GasA","Ex","Y","SBrkr",980,1276,0,2256,0,0,2,1,4,1,"Gd",8,"Typ","TA","BuiltIn",2000,"Fin",2,554,"TA","Y",224,54,0,0,0,4,2009,"WD","Normal",236000
"748","Corner","Gtl","OldTown","Norm","1Fam","2Story",7,7,1880,2003,"Mansard","Stucco","Stucco","None",0,"Gd","TA","Stone","TA","Fa","No","Unf",0,1240,1240,"GasW","TA","N","SBrkr",1320,1320,0,2640,0,0,1,1,4,1,"Gd",8,"Typ","Gd","Detchd",1950,"Unf",4,864,"TA","N",181,0,386,0,0,5,2009,"WD","Normal",265979
"749","Inside","Gtl","NoRidge","Norm","1Fam","1Story",7,5,1996,1996,"Hip","VinylSd","VinylSd","BrkFace",338,"Gd","TA","PConc","Gd","TA","No","GLQ",0,801,1720,"GasA","Ex","Y","SBrkr",1720,0,0,1720,1,0,2,0,3,1,"Gd",7,"Typ","TA","Attchd",1996,"Fin",2,527,"TA","Y",240,56,154,0,0,3,2010,"WD","Normal",260400
"750","Inside","Gtl","Edwards","Norm","1Fam","1.5Fin",4,3,1945,1950,"Gable","WdShing","Wd Shng","None",0,"TA","TA","Slab","Fa","Fa","Mn","BLQ",0,0,0,"Wall","TA","N","FuseF",1088,441,0,1529,0,0,2,0,4,1,"TA",9,"Mod","Po","Detchd",1945,"Unf",1,240,"TA","N",92,0,185,0,0,4,2009,"WD","Normal",98000
"751","Corner","Gtl","OldTown","Norm","1Fam","1.5Fin",4,7,1910,2004,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,576,576,"GasA","Gd","Y","SBrkr",792,348,0,1140,0,0,1,0,3,1,"TA",7,"Min2","Po","Detchd",2009,"Unf",0,0,"Fa","N",0,160,0,0,0,6,2010,"WD","Normal",96500
"752","Inside","Gtl","Gilbert","Norm","1Fam","2Story",7,5,2003,2003,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,660,660,"GasA","Ex","Y","SBrkr",660,660,0,1320,0,0,2,1,3,1,"Gd",6,"Typ","Gd","Attchd",2003,"Fin",2,400,"TA","Y",0,48,0,0,0,8,2007,"WD","Normal",162000
"753","Inside","Gtl","CollgCr","Norm","1Fam","1Story",6,5,1997,1997,"Gable","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","TA","Gd","GLQ",0,279,1479,"GasA","Ex","Y","SBrkr",1494,0,0,1494,1,0,2,0,3,1,"Gd",6,"Typ","TA","Attchd",1997,"RFn",2,576,"TA","Y",168,27,0,0,0,7,2006,"WD","Normal",217000
"754","Inside","Gtl","NridgHt","Norm","1Fam","2Story",8,5,2005,2005,"Gable","VinylSd","VinylSd","BrkFace",178,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,1030,1030,"GasA","Gd","Y","SBrkr",1038,1060,0,2098,0,0,2,1,3,1,"Ex",8,"Typ","Gd","Attchd",2005,"RFn",3,878,"TA","Y",192,52,0,0,0,3,2006,"WD","Normal",275500
"755","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,8,1969,2005,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",472,115,1026,"GasA","Gd","Y","SBrkr",1026,0,0,1026,1,0,1,0,3,1,"Gd",5,"Typ","Fa","Detchd",1969,"RFn",2,440,"TA","Y",171,48,0,0,0,7,2009,"WD","Normal",156000
"756","Inside","Gtl","Somerst","Norm","TwnhsE","2Story",6,5,1999,1999,"Gable","MetalSd","MetalSd","BrkFace",894,"TA","TA","PConc","Gd","TA","No","GLQ",0,348,729,"GasA","Gd","Y","SBrkr",742,729,0,1471,0,0,2,1,3,1,"TA",6,"Typ","Po","Detchd",1999,"Unf",2,440,"TA","Y",0,24,0,0,0,3,2009,"WD","Normal",172500
"757","Inside","Gtl","CollgCr","Norm","1Fam","2Story",8,5,2007,2007,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",0,846,866,"GasA","Ex","Y","SBrkr",866,902,0,1768,0,0,2,1,3,1,"Gd",7,"Typ","TA","Attchd",2007,"RFn",2,578,"TA","Y",144,105,0,0,0,4,2009,"WD","Normal",212000
"758","CulDSac","Gtl","Sawyer","Norm","1Fam","2Story",6,5,1978,1978,"Hip","HdBoard","HdBoard","BrkCmn",328,"TA","TA","CBlock","TA","TA","Mn","Rec",0,234,672,"GasA","TA","Y","SBrkr",672,714,0,1386,0,0,2,1,3,1,"TA",6,"Typ","TA","Attchd",1978,"Fin",2,440,"TA","Y",335,0,0,0,0,4,2010,"WD","Abnorml",158900
"759","Inside","Gtl","Somerst","Norm","Twnhs","2Story",7,5,1999,1999,"Gable","MetalSd","MetalSd","BrkFace",360,"TA","TA","PConc","Gd","TA","No","ALQ",0,195,744,"GasA","Gd","Y","SBrkr",757,744,0,1501,0,0,2,1,3,1,"TA",6,"Typ","TA","Detchd",1999,"Unf",2,440,"TA","Y",0,0,0,0,0,8,2008,"WD","Normal",179400
"760","Inside","Gtl","NoRidge","Norm","1Fam","2Story",8,5,1995,1995,"Gable","VinylSd","VinylSd","BrkFace",513,"Gd","TA","PConc","Gd","TA","Av","LwQ",64,1198,1318,"GasA","Ex","Y","SBrkr",1328,1203,0,2531,0,0,2,1,4,1,"Gd",9,"Typ","TA","Attchd",1995,"RFn",3,752,"TA","Y",222,98,0,0,0,11,2007,"WD","Normal",290000
"761","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,6,1959,1959,"Hip","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",0,252,864,"GasA","Ex","Y","SBrkr",864,0,0,864,0,0,1,0,2,1,"TA",5,"Typ","Gd","Detchd",2008,"Unf",1,300,"Ex","Y",0,0,0,0,450,10,2009,"WD","Normal",127500
"762","FR2","Gtl","BrkSide","Norm","1Fam","1Story",5,5,1924,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","Mn","LwQ",0,740,1145,"GasA","TA","Y","SBrkr",1301,0,0,1301,0,0,1,0,2,1,"Fa",5,"Min1","Gd","Detchd",1965,"Unf",2,440,"TA","Y",0,0,0,0,0,10,2009,"WD","Normal",100000
"763","Inside","Gtl","Somerst","Norm","1Fam","2Story",7,5,2009,2009,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Mn","GLQ",0,732,756,"GasA","Ex","Y","SBrkr",764,783,0,1547,0,0,2,1,3,1,"Gd",7,"Typ","Gd","Attchd",2009,"Unf",2,614,"TA","Y",169,45,0,0,0,6,2010,"Con","Normal",215200
